area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up Area,Under Construction,Parasrampuri,4 BHK,Blue Haven,2133,5,3,195.86
Plot Area,Ready To Move,Hanuman Nagar,5 BHK,Emerald Greens,4745,5,3,368.22
Carpet Area,Ready To Move,Dahar Ka Balaji,1 BHK,Blue Haven,1874,1,1,129.13
Carpet Area,Ready To Move,Tagore Nagar,5 BHK,Emerald Greens,597,4,3,80.53
Super built-up Area,Ready To Move,Mansarovar Ext.,2 BHK,Pearl Gardens,1186,3,0,80.8
Plot Area,Ready To Move,Brahmpuri,2 BHK,Heritage Homes,3026,2,0,308.53
Plot Area,Ready To Move,Jawahar Nagar,1 BHK,Pearl Gardens,4744,1,0,441.04
Super built-up Area,Under Construction,Brahmpuri,4 BHK,Urban Estate,2898,5,2,149.83
Carpet Area,Ready To Move,Manchwa,4 BHK,Pearl Gardens,724,3,3,54.55
Super built-up Area,Ready To Move,Bapu Nagar,4 BHK,Elite Society,861,5,3,49.83
Super built-up Area,Ready To Move,Tagore Nagar,4 BHK,Cosmopolitan Society,851,4,2,23.51
Plot Area,Ready To Move,Tagore Nagar,3 BHK,Urban Estate,4149,3,2,154.62
Built-up Area,Ready To Move,Tagore Nagar,5 BHK,Raj Villas,788,5,3,36.1
Super built-up Area,Ready To Move,Maniyawas,3 BHK,Emerald Greens,2368,3,1,225.19
Super built-up Area,Ready To Move,Vaishali Nagar,2 BHK,Golden Horizon,2382,2,0,336.93
Super built-up Area,Ready To Move,Sirsi,2 BHK,Metro Heights,1325,2,1,185.21
Super built-up Area,Ready To Move,Tagore Nagar,5 BHK,Raj Villas,3043,5,3,302.21
Super built-up Area,Under Construction,Manchwa,3 BHK,Shyam Residency,1436,2,2,76.57
Plot Area,Ready To Move,Chokdi Gangapol,3 BHK,Golden Horizon,4601,4,3,152.85
Super built-up Area,Ready To Move,Mansarovar Ext.,2 BHK,Cosmopolitan Society,1210,3,1,111.72
Built-up Area,Ready To Move,Hanuman Nagar,5 BHK,Sapphire Residency,1426,4,3,107.45
Built-up Area,Ready To Move,Malviya Nagar,4 BHK,Cosmopolitan Society,1912,4,2,39.44
Built-up Area,Under Construction,Dahar Ka Balaji,3 BHK,Luxury Heights,1802,4,2,126.17
Super built-up Area,Ready To Move,Hanuman Nagar,2 BHK,Shyam Residency,1882,2,2,174.09
Built-up Area,Ready To Move,Manchwa,4 BHK,Luxury Heights,2886,5,2,314.76
Plot Area,Ready To Move,Shyam Nagar,3 BHK,Blue Haven,3610,3,1,135.05
Plot Area,Ready To Move,Gandhi Path West,3 BHK,Pearl Gardens,1174,4,1,139.21
Plot Area,Ready To Move,Hanuman Nagar,1 BHK,Royal Enclave,4160,1,0,586.41
Plot Area,Ready To Move,Bapu Nagar,2 BHK,Pearl Gardens,3848,3,1,385.61
Carpet Area,Ready To Move,Bapu Nagar,3 BHK,City Heights,691,3,3,73.32
Built-up Area,Ready To Move,Malviya Nagar,4 BHK,Blue Haven,1567,4,3,156.76
Built-up Area,Ready To Move,Civil Lines,4 BHK,Cosmopolitan Society,2670,5,3,398.09
Built-up Area,Ready To Move,Ajmer Road,3 BHK,Golden Horizon,1586,2,3,185.29
Plot Area,Ready To Move,Bapu Nagar,3 BHK,Metro Heights,3256,2,1,316.41
Super built-up Area,Ready To Move,Sita Vihar,3 BHK,Emerald Greens,1894,2,2,95.41
Super built-up Area,Ready To Move,Dahar Ka Balaji,3 BHK,Emerald Greens,865,2,3,79.83
Carpet Area,Ready To Move,Tagore Nagar,5 BHK,Metro Heights,1446,5,3,168.69
Carpet Area,Under Construction,Sirsi,2 BHK,Green Meadows,1596,2,1,120.58
Super built-up Area,Under Construction,Gandhi Path West,5 BHK,Elite Society,3342,4,3,319.5
Super built-up Area,Ready To Move,Sirsi,5 BHK,Heritage Homes,1492,5,3,222.73
Built-up Area,Ready To Move,Brahmpuri,1 BHK,Golden Horizon,2685,2,1,203.26
Plot Area,Under Construction,Brahmpuri,4 BHK,Prime Residency,1467,5,3,136.04
Plot Area,Ready To Move,Raja Park,3 BHK,Metro Heights,4696,3,1,505.14
Plot Area,Ready To Move,Hanuman Nagar,5 BHK,Cosmopolitan Society,1932,5,3,60.9
Super built-up Area,Ready To Move,Sita Vihar,4 BHK,Sapphire Residency,3080,4,3,369.06
Super built-up Area,Ready To Move,Parasrampuri,1 BHK,Cosmopolitan Society,2932,2,0,366.21
Plot Area,Ready To Move,Sita Vihar,5 BHK,Sunrise Apartments,4164,5,3,231.25
Built-up Area,Ready To Move,Brahmpuri,3 BHK,Zenith Society,1690,3,2,172.46
Carpet Area,Ready To Move,Brahmpuri,5 BHK,Sunrise Apartments,1879,5,3,189.99
Super built-up Area,Ready To Move,Civil Lines,5 BHK,Metro Heights,2858,5,3,163.3
Super built-up Area,Ready To Move,Maniyawas,2 BHK,Shyam Residency,1868,3,1,194.96
Super built-up Area,Ready To Move,Raja Park,1 BHK,Sunrise Apartments,1992,1,0,107.72
Plot Area,Under Construction,Hanuman Nagar,2 BHK,Blue Haven,1829,3,0,233.75
Super built-up Area,Under Construction,Jawahar Nagar,4 BHK,Royal Enclave,2566,3,2,134.68
Plot Area,Ready To Move,Gandhi Path West,5 BHK,Emerald Greens,3255,5,3,447.39
Super built-up Area,Ready To Move,Dahar Ka Balaji,3 BHK,Shyam Residency,3150,2,1,186.37
Super built-up Area,Ready To Move,Jawahar Nagar,4 BHK,Luxury Heights,1772,5,3,102.91
Carpet Area,Ready To Move,Shyam Nagar,1 BHK,Pearl Gardens,896,1,1,58.32
Super built-up Area,Ready To Move,Bapu Nagar,1 BHK,Royal Enclave,2435,1,0,116.07
Carpet Area,Ready To Move,Maniyawas,2 BHK,Pearl Gardens,1782,1,2,48.0
Super built-up Area,Ready To Move,Mansarovar Ext.,2 BHK,Royal Enclave,2315,3,0,342.54
Plot Area,Ready To Move,Hanuman Nagar,2 BHK,Elite Society,2332,1,2,87.09
Built-up Area,Ready To Move,Sita Vihar,4 BHK,Pearl Gardens,2126,5,3,156.1
Super built-up Area,Ready To Move,Sirsi,1 BHK,Emerald Greens,3430,2,1,510.57
Built-up Area,Ready To Move,Gandhi Path West,4 BHK,Shyam Residency,1989,5,3,282.86
Super built-up Area,Ready To Move,Jawahar Nagar,4 BHK,Sapphire Residency,2457,5,3,123.88
Carpet Area,Ready To Move,Gandhi Path West,3 BHK,Luxury Heights,1754,2,1,161.95
Carpet Area,Under Construction,Malviya Nagar,3 BHK,Park View,1446,4,3,162.03
Super built-up Area,Under Construction,Vaishali Nagar,2 BHK,Heritage Homes,2800,1,0,318.1
Super built-up Area,Under Construction,Ajmer Road,3 BHK,Sunrise Apartments,773,3,1,51.01
Plot Area,Ready To Move,Civil Lines,3 BHK,Golden Horizon,1459,3,2,44.65
Plot Area,Ready To Move,Brahmpuri,3 BHK,Heritage Homes,2438,4,1,117.54
Built-up Area,Ready To Move,Mansarovar Ext.,3 BHK,Elite Society,667,4,3,97.61
Super built-up Area,Ready To Move,Manchwa,2 BHK,Green Meadows,864,3,2,114.68
Super built-up Area,Under Construction,Tagore Nagar,1 BHK,Prime Residency,1910,2,0,102.07
Super built-up Area,Under Construction,Malviya Nagar,3 BHK,Blue Haven,1619,4,1,59.22
Carpet Area,Under Construction,Jawahar Nagar,2 BHK,City Heights,2345,1,0,284.64
Plot Area,Ready To Move,Dahar Ka Balaji,5 BHK,Royal Enclave,4265,4,3,189.5
Built-up Area,Ready To Move,Hanuman Nagar,5 BHK,Green Meadows,1369,5,3,192.11
Plot Area,Ready To Move,Malviya Nagar,2 BHK,Shyam Residency,2976,3,0,270.68
Super built-up Area,Ready To Move,Shyam Nagar,4 BHK,Heritage Homes,2082,4,3,253.83
Plot Area,Under Construction,Malviya Nagar,1 BHK,Pearl Gardens,1668,1,1,179.83
Super built-up Area,Ready To Move,Hanuman Nagar,1 BHK,Prime Residency,2027,2,0,108.39
Super built-up Area,Under Construction,Malviya Nagar,4 BHK,Sunrise Apartments,783,3,3,34.87
Plot Area,Under Construction,Gandhi Path West,1 BHK,Blue Haven,812,2,0,16.73
Super built-up Area,Ready To Move,Tagore Nagar,1 BHK,Emerald Greens,2064,1,0,294.83
Built-up Area,Ready To Move,Jawahar Nagar,2 BHK,Elite Society,1998,3,1,176.15
Plot Area,Ready To Move,Chokdi Gangapol,1 BHK,Sunrise Apartments,4960,1,0,317.06
Built-up Area,Ready To Move,Brahmpuri,4 BHK,Heritage Homes,2086,4,3,91.42
Super built-up Area,Ready To Move,Raja Park,3 BHK,Sunrise Apartments,1988,2,2,285.2
Super built-up Area,Under Construction,Gandhi Path West,4 BHK,Cosmopolitan Society,1098,3,3,41.61
Plot Area,Ready To Move,Bapu Nagar,4 BHK,Golden Horizon,4501,3,3,320.4
Built-up Area,Ready To Move,Hanuman Nagar,5 BHK,Royal Enclave,902,4,3,125.82
Super built-up Area,Ready To Move,Malviya Nagar,2 BHK,Sapphire Residency,1783,3,1,198.2
Carpet Area,Under Construction,Civil Lines,2 BHK,Golden Horizon,2264,3,0,338.65
Built-up Area,Ready To Move,Raja Park,3 BHK,Sunrise Apartments,2500,2,2,333.23
Plot Area,Under Construction,Manchwa,1 BHK,Zenith Society,3846,1,0,520.94
Plot Area,Ready To Move,Manchwa,5 BHK,Golden Horizon,4389,5,3,647.03
Carpet Area,Ready To Move,Parasrampuri,2 BHK,Emerald Greens,1975,3,1,164.83
Built-up Area,Ready To Move,Brahmpuri,2 BHK,Golden Horizon,1310,2,2,44.96
Super built-up Area,Ready To Move,Gandhi Path West,3 BHK,Luxury Heights,977,4,1,66.84
Super built-up Area,Ready To Move,Ajmer Road,1 BHK,Cosmopolitan Society,2418,2,1,360.32
Plot Area,Ready To Move,Ajmer Road,3 BHK,Raj Villas,3209,3,3,188.79
Plot Area,Ready To Move,Civil Lines,4 BHK,Park View,2884,5,3,182.18
Plot Area,Ready To Move,Raja Park,1 BHK,Emerald Greens,4274,2,0,338.93
Super built-up Area,Under Construction,Bapu Nagar,3 BHK,Sunrise Apartments,3038,3,1,332.2
Super built-up Area,Under Construction,Parasrampuri,3 BHK,Sapphire Residency,1843,2,2,160.06
Plot Area,Under Construction,Civil Lines,2 BHK,Blue Haven,1075,3,2,63.45
Plot Area,Ready To Move,Hanuman Nagar,3 BHK,Park View,4902,4,2,619.54
Plot Area,Ready To Move,Civil Lines,5 BHK,Metro Heights,4432,4,3,579.21
Plot Area,Ready To Move,Chokdi Gangapol,4 BHK,Heritage Homes,4854,5,2,435.53
Super built-up Area,Under Construction,Malviya Nagar,5 BHK,Green Meadows,1692,5,3,134.57
Plot Area,Ready To Move,Tagore Nagar,4 BHK,City Heights,3580,5,3,460.27
Built-up Area,Under Construction,Chokdi Gangapol,1 BHK,Heritage Homes,2676,2,1,342.43
Plot Area,Under Construction,Dahar Ka Balaji,3 BHK,Elite Society,2864,2,1,320.01
Carpet Area,Ready To Move,Civil Lines,5 BHK,Urban Estate,1610,5,3,215.53
Carpet Area,Ready To Move,Ajmer Road,3 BHK,Emerald Greens,2110,4,2,220.01
Plot Area,Ready To Move,Hanuman Nagar,2 BHK,Luxury Heights,1542,2,0,168.35
Plot Area,Under Construction,Parasrampuri,5 BHK,Prime Residency,4255,5,3,113.69
Plot Area,Under Construction,Manchwa,2 BHK,Elite Society,2202,1,1,233.74
Plot Area,Ready To Move,Parasrampuri,1 BHK,Royal Enclave,3861,2,1,293.92
Super built-up Area,Ready To Move,Sirsi,3 BHK,Green Meadows,912,4,2,126.13
Super built-up Area,Ready To Move,Maniyawas,1 BHK,Park View,1394,1,1,72.98
Built-up Area,Under Construction,Manchwa,2 BHK,Cosmopolitan Society,735,3,2,92.14
Carpet Area,Ready To Move,Vaishali Nagar,1 BHK,Blue Haven,2282,1,0,295.26
Built-up Area,Under Construction,Brahmpuri,1 BHK,Heritage Homes,1527,2,0,62.92
Super built-up Area,Ready To Move,Civil Lines,4 BHK,Elite Society,1142,4,2,154.52
Super built-up Area,Ready To Move,Civil Lines,3 BHK,Blue Haven,1147,2,3,95.35
Built-up Area,Under Construction,Shyam Nagar,1 BHK,Urban Estate,2728,1,0,124.33
Plot Area,Ready To Move,Vaishali Nagar,1 BHK,Shyam Residency,3808,1,0,285.72
Super built-up Area,Ready To Move,Dahar Ka Balaji,1 BHK,Urban Estate,3397,1,0,452.53
Super built-up Area,Under Construction,Raja Park,2 BHK,Zenith Society,2660,1,0,70.45
Super built-up Area,Under Construction,Vaishali Nagar,2 BHK,Heritage Homes,1579,3,1,150.42
Built-up Area,Ready To Move,Dahar Ka Balaji,4 BHK,Elite Society,1319,4,3,172.18
Plot Area,Under Construction,Maniyawas,5 BHK,Zenith Society,3280,4,3,214.38
Super built-up Area,Ready To Move,Mansarovar Ext.,2 BHK,Metro Heights,2904,2,1,328.46
Super built-up Area,Under Construction,Vaishali Nagar,5 BHK,Metro Heights,3036,4,3,133.8
Plot Area,Ready To Move,Raja Park,3 BHK,Shyam Residency,2326,2,3,139.03
Super built-up Area,Ready To Move,Hanuman Nagar,2 BHK,Emerald Greens,1328,2,2,194.1
Built-up Area,Under Construction,Chokdi Gangapol,5 BHK,Metro Heights,2307,5,3,65.94
Super built-up Area,Under Construction,Hanuman Nagar,4 BHK,Pearl Gardens,2741,3,2,388.41
Carpet Area,Ready To Move,Bapu Nagar,4 BHK,Sunrise Apartments,1671,3,3,192.76
Built-up Area,Ready To Move,Sirsi,3 BHK,City Heights,1178,2,2,91.59
Plot Area,Ready To Move,Tagore Nagar,5 BHK,Cosmopolitan Society,3731,5,3,93.93
Plot Area,Under Construction,Raja Park,2 BHK,Green Meadows,2814,1,1,127.9
Built-up Area,Ready To Move,Chokdi Gangapol,3 BHK,Shyam Residency,2914,3,2,153.42
Built-up Area,Ready To Move,Dahar Ka Balaji,4 BHK,Park View,1550,4,3,138.58
Plot Area,Under Construction,Gandhi Path West,4 BHK,Heritage Homes,841,3,3,108.69
Super built-up Area,Ready To Move,Chokdi Gangapol,3 BHK,Royal Enclave,3141,2,2,190.54
Built-up Area,Ready To Move,Bapu Nagar,1 BHK,Metro Heights,1199,1,1,98.04
Super built-up Area,Ready To Move,Shyam Nagar,2 BHK,Elite Society,2141,2,0,218.9
Plot Area,Under Construction,Sita Vihar,5 BHK,Elite Society,1181,4,3,143.35
Built-up Area,Ready To Move,Hanuman Nagar,4 BHK,Heritage Homes,2899,3,2,231.67
Super built-up Area,Ready To Move,Sita Vihar,2 BHK,Sapphire Residency,3333,3,1,130.72
Carpet Area,Under Construction,Ajmer Road,1 BHK,Heritage Homes,910,2,1,64.75
Plot Area,Ready To Move,Parasrampuri,1 BHK,Urban Estate,2203,2,1,324.8
Super built-up Area,Under Construction,Manchwa,3 BHK,City Heights,2449,2,2,285.26
Built-up Area,Ready To Move,Manchwa,5 BHK,Prime Residency,1966,5,3,97.05
Super built-up Area,Under Construction,Chokdi Gangapol,5 BHK,Prime Residency,2395,5,3,276.93
Super built-up Area,Ready To Move,Jawahar Nagar,5 BHK,Golden Horizon,2617,4,3,357.03
Plot Area,Ready To Move,Maniyawas,1 BHK,Sapphire Residency,4051,1,0,553.3
Plot Area,Ready To Move,Manchwa,1 BHK,Cosmopolitan Society,2397,2,1,140.13
Super built-up Area,Ready To Move,Sita Vihar,3 BHK,Green Meadows,3337,4,2,317.75
Built-up Area,Ready To Move,Parasrampuri,2 BHK,Shyam Residency,2688,1,0,222.64
Super built-up Area,Ready To Move,Parasrampuri,5 BHK,Golden Horizon,3437,4,3,321.85
Super built-up Area,Ready To Move,Manchwa,3 BHK,Prime Residency,3388,2,3,474.94
Plot Area,Ready To Move,Ajmer Road,1 BHK,Urban Estate,2352,1,0,350.63
Super built-up Area,Ready To Move,Civil Lines,1 BHK,Cosmopolitan Society,1561,2,0,105.93
Built-up Area,Ready To Move,Tagore Nagar,2 BHK,Shyam Residency,2200,2,1,59.2
Plot Area,Under Construction,Sirsi,5 BHK,Pearl Gardens,4939,4,3,465.72
Super built-up Area,Ready To Move,Manchwa,5 BHK,Cosmopolitan Society,3098,5,3,311.12
Plot Area,Ready To Move,Brahmpuri,4 BHK,Elite Society,4100,5,3,560.18
Super built-up Area,Ready To Move,Sita Vihar,1 BHK,Green Meadows,1485,2,0,122.03
Plot Area,Under Construction,Ajmer Road,5 BHK,Shyam Residency,3093,4,3,72.47
Built-up Area,Ready To Move,Ajmer Road,3 BHK,City Heights,1875,4,2,179.2
Plot Area,Ready To Move,Brahmpuri,2 BHK,Prime Residency,2970,3,0,171.64
Super built-up Area,Under Construction,Brahmpuri,3 BHK,Raj Villas,768,2,2,50.93
Super built-up Area,Under Construction,Bapu Nagar,2 BHK,Heritage Homes,2742,1,2,182.82
Plot Area,Ready To Move,Bapu Nagar,2 BHK,Zenith Society,906,1,0,21.18
Super built-up Area,Ready To Move,Civil Lines,2 BHK,Blue Haven,3096,2,2,67.76
Plot Area,Under Construction,Parasrampuri,1 BHK,Metro Heights,1284,1,0,90.23
Super built-up Area,Ready To Move,Parasrampuri,2 BHK,Heritage Homes,3042,3,0,85.46
Plot Area,Under Construction,Sita Vihar,4 BHK,Sunrise Apartments,2209,5,3,231.03
Plot Area,Ready To Move,Dahar Ka Balaji,4 BHK,Elite Society,1924,3,2,92.16
Super built-up Area,Ready To Move,Bapu Nagar,5 BHK,Elite Society,2756,5,3,166.53
Carpet Area,Under Construction,Civil Lines,5 BHK,Zenith Society,1318,5,3,46.91
Super built-up Area,Ready To Move,Maniyawas,4 BHK,Zenith Society,2895,5,3,324.47
Super built-up Area,Ready To Move,Sirsi,3 BHK,Royal Enclave,3252,2,1,140.54
Super built-up Area,Ready To Move,Civil Lines,5 BHK,Luxury Heights,2811,5,3,59.04
Plot Area,Ready To Move,Hanuman Nagar,4 BHK,Prime Residency,3173,3,2,337.23
Super built-up Area,Under Construction,Tagore Nagar,4 BHK,Raj Villas,1930,4,3,109.4
Built-up Area,Ready To Move,Maniyawas,5 BHK,Park View,2300,4,3,61.81
Built-up Area,Under Construction,Parasrampuri,1 BHK,Urban Estate,1355,1,1,135.38
Carpet Area,Ready To Move,Tagore Nagar,2 BHK,Elite Society,2319,3,0,181.04
Built-up Area,Under Construction,Ajmer Road,5 BHK,Shyam Residency,1170,4,3,139.46
Super built-up Area,Under Construction,Jawahar Nagar,1 BHK,City Heights,2229,1,0,50.38
Plot Area,Ready To Move,Malviya Nagar,2 BHK,City Heights,2027,2,0,115.16
Super built-up Area,Ready To Move,Manchwa,4 BHK,Prime Residency,3476,4,2,289.69
Super built-up Area,Ready To Move,Sirsi,1 BHK,Prime Residency,2056,1,1,85.59
Super built-up Area,Under Construction,Civil Lines,2 BHK,Golden Horizon,964,1,0,134.27
Plot Area,Under Construction,Civil Lines,1 BHK,Sunrise Apartments,2949,1,0,396.15
Super built-up Area,Ready To Move,Mansarovar Ext.,5 BHK,Metro Heights,2117,5,3,158.68
Built-up Area,Under Construction,Malviya Nagar,2 BHK,Golden Horizon,1153,2,1,168.26
Plot Area,Ready To Move,Hanuman Nagar,1 BHK,Emerald Greens,927,2,0,27.82
Plot Area,Ready To Move,Dahar Ka Balaji,5 BHK,Cosmopolitan Society,4291,5,3,292.83
Built-up Area,Ready To Move,Bapu Nagar,5 BHK,Green Meadows,1872,5,3,45.26
Built-up Area,Under Construction,Hanuman Nagar,2 BHK,Green Meadows,2699,2,0,288.52
Super built-up Area,Ready To Move,Shyam Nagar,4 BHK,Royal Enclave,2922,3,3,169.61
Super built-up Area,Ready To Move,Manchwa,3 BHK,Shyam Residency,2109,4,2,74.27
Plot Area,Ready To Move,Raja Park,2 BHK,Shyam Residency,3913,3,0,425.74
Super built-up Area,Ready To Move,Shyam Nagar,3 BHK,City Heights,1172,2,3,146.95
Built-up Area,Under Construction,Parasrampuri,1 BHK,Blue Haven,969,1,0,62.21
Carpet Area,Ready To Move,Vaishali Nagar,5 BHK,Royal Enclave,970,5,3,36.65
Super built-up Area,Under Construction,Shyam Nagar,1 BHK,Royal Enclave,1950,2,1,134.91
Plot Area,Under Construction,Bapu Nagar,2 BHK,Sunrise Apartments,2536,3,0,316.95
Plot Area,Ready To Move,Maniyawas,3 BHK,Zenith Society,3064,4,1,175.9
Built-up Area,Under Construction,Maniyawas,3 BHK,Green Meadows,914,3,2,86.05
Super built-up Area,Ready To Move,Tagore Nagar,4 BHK,Raj Villas,2373,5,3,222.62
Super built-up Area,Under Construction,Gandhi Path West,4 BHK,Metro Heights,1716,3,3,253.11
Built-up Area,Under Construction,Gandhi Path West,5 BHK,Heritage Homes,2768,5,3,279.09
Plot Area,Ready To Move,Dahar Ka Balaji,2 BHK,City Heights,1943,2,2,247.8
Super built-up Area,Ready To Move,Tagore Nagar,4 BHK,Green Meadows,3378,3,2,299.11
Carpet Area,Ready To Move,Chokdi Gangapol,2 BHK,Blue Haven,2097,3,2,205.96
Carpet Area,Ready To Move,Hanuman Nagar,2 BHK,Metro Heights,1667,1,1,243.4
Super built-up Area,Under Construction,Bapu Nagar,3 BHK,Urban Estate,3437,4,2,234.45
Plot Area,Ready To Move,Dahar Ka Balaji,5 BHK,Sapphire Residency,1877,4,3,246.15
Plot Area,Ready To Move,Dahar Ka Balaji,5 BHK,Zenith Society,1185,4,3,48.32
Built-up Area,Under Construction,Sirsi,2 BHK,Urban Estate,1351,3,1,56.54
Super built-up Area,Under Construction,Malviya Nagar,2 BHK,Royal Enclave,3470,3,1,265.73
Plot Area,Under Construction,Brahmpuri,2 BHK,Zenith Society,4735,2,2,116.52
Plot Area,Under Construction,Bapu Nagar,4 BHK,Cosmopolitan Society,3021,5,2,378.38
Plot Area,Ready To Move,Brahmpuri,5 BHK,Prime Residency,1361,4,3,174.54
Plot Area,Under Construction,Manchwa,1 BHK,Elite Society,3349,2,0,350.97
Plot Area,Under Construction,Jawahar Nagar,4 BHK,Cosmopolitan Society,2807,4,3,186.45
Carpet Area,Under Construction,Parasrampuri,5 BHK,Heritage Homes,785,5,3,51.67
Plot Area,Ready To Move,Bapu Nagar,3 BHK,Urban Estate,3027,3,1,211.07
Plot Area,Ready To Move,Parasrampuri,4 BHK,Elite Society,2176,4,3,116.62
Plot Area,Under Construction,Raja Park,4 BHK,Zenith Society,1744,3,2,176.51
Plot Area,Under Construction,Shyam Nagar,1 BHK,Golden Horizon,3938,2,1,300.59
Plot Area,Ready To Move,Gandhi Path West,1 BHK,Zenith Society,1711,2,0,233.1
Super built-up Area,Ready To Move,Manchwa,5 BHK,Cosmopolitan Society,3166,4,3,218.57
Super built-up Area,Ready To Move,Manchwa,3 BHK,Royal Enclave,3336,3,2,72.61
Built-up Area,Ready To Move,Sirsi,4 BHK,Golden Horizon,1307,3,3,111.39
Super built-up Area,Ready To Move,Malviya Nagar,1 BHK,Luxury Heights,2870,1,0,428.96
Built-up Area,Ready To Move,Brahmpuri,1 BHK,Cosmopolitan Society,1238,1,0,145.15
Built-up Area,Under Construction,Dahar Ka Balaji,3 BHK,Zenith Society,2189,2,1,79.4
Super built-up Area,Under Construction,Gandhi Path West,2 BHK,Metro Heights,1468,1,1,200.78
Built-up Area,Ready To Move,Tagore Nagar,4 BHK,Cosmopolitan Society,2500,4,3,268.22
Built-up Area,Ready To Move,Sita Vihar,5 BHK,Golden Horizon,1810,5,3,60.58
Super built-up Area,Under Construction,Maniyawas,4 BHK,Elite Society,1781,5,3,100.29
Built-up Area,Ready To Move,Mansarovar Ext.,2 BHK,Raj Villas,2616,3,1,358.03
Super built-up Area,Under Construction,Civil Lines,4 BHK,Prime Residency,2445,3,3,313.8
Built-up Area,Ready To Move,Jawahar Nagar,1 BHK,Elite Society,2695,2,1,236.78
Super built-up Area,Ready To Move,Bapu Nagar,4 BHK,Raj Villas,2475,5,2,218.42
Super built-up Area,Under Construction,Gandhi Path West,1 BHK,Elite Society,1000,1,0,105.89
Built-up Area,Under Construction,Mansarovar Ext.,3 BHK,Sunrise Apartments,819,2,2,90.77
Built-up Area,Under Construction,Malviya Nagar,2 BHK,Zenith Society,2812,1,1,300.3
Super built-up Area,Ready To Move,Hanuman Nagar,5 BHK,Luxury Heights,2392,5,3,242.81
Super built-up Area,Ready To Move,Brahmpuri,1 BHK,Sunrise Apartments,700,1,1,34.47
Plot Area,Ready To Move,Chokdi Gangapol,2 BHK,Prime Residency,2879,2,0,283.28
Super built-up Area,Under Construction,Civil Lines,2 BHK,Prime Residency,2706,3,0,185.78
Super built-up Area,Ready To Move,Civil Lines,3 BHK,Emerald Greens,2779,3,2,350.04
Plot Area,Ready To Move,Gandhi Path West,5 BHK,Metro Heights,1917,4,3,121.02
Super built-up Area,Under Construction,Ajmer Road,2 BHK,Elite Society,1724,3,0,61.67
Super built-up Area,Under Construction,Bapu Nagar,4 BHK,Cosmopolitan Society,3441,3,2,274.22
Super built-up Area,Ready To Move,Brahmpuri,4 BHK,Heritage Homes,3110,3,3,164.04
Super built-up Area,Ready To Move,Hanuman Nagar,5 BHK,Park View,1614,5,3,79.45
Super built-up Area,Under Construction,Hanuman Nagar,3 BHK,Zenith Society,2144,3,3,186.06
Built-up Area,Ready To Move,Mansarovar Ext.,2 BHK,Shyam Residency,603,1,1,29.32
Carpet Area,Ready To Move,Gandhi Path West,3 BHK,Zenith Society,1512,3,2,173.59
Super built-up Area,Ready To Move,Shyam Nagar,5 BHK,Metro Heights,2836,4,3,303.18
